date1,province_code,influenza,influenza_death,dengue_fever_death,dengue_fever,diarrhoea,diarrhoea_death
1/15/1997,15,4334,0,0,77,827,0
1/15/1997,30,2241,0,0,77,993,0
1/15/1997,27,2001,0,0,77,722,0
1/15/1997,3,467,0,0,77,232,0
1/15/1997,29,631,0,0,77,267,0
1/15/1997,25,613,0,0,77,428,0
1/15/1997,16,621,0,0,77,189,0
1/15/1997,7,407,0,0,77,236,0
1/15/1997,31,91,0,0,77,100,0
1/15/1997,24,42,0,0,77,124,0
1/15/1997,4,1779,0,0,77,512,0
1/15/1997,20,940,0,0,77,741,0
1/15/1997,13,443,0,0,77,286,0
1/15/1997,9,1152,0,0,77,457,0
1/15/1997,8,1251,0,0,77,1218,0
1/15/1997,11,345,0,0,5,428,0
1/15/1997,6,117,0,0,2,456,0
1/15/1997,15,517,0,0,77,1848,0
1/15/1997,10,2703,0,0,77,1755,0
1/15/1997,2,2241,0,0,77,993,0
1/15/1997,17,899,0,0,77,3414,0
1/15/1997,12,2470,0,0,77,4741,0
1/15/1997,19,608,0,0,77,1915,0
1/15/1997,22,6482,0,0,77,3671,0
1/15/1997,23,4928,0,0,77,2354,0
1/15/1997,21,3815,0,0,77,1371,0
1/15/1997,38,662,0,0,7,550,0
1/15/1997,26,601,0,0,77,489,0
1/15/1997,45,346,0,0,2,555,0
1/15/1997,32,5,0,0,77,321,0
1/15/1997,49,2475,0,0,23,1596,0
1/15/1997,28,986,0,0,73,751,0
1/15/1997,40,415,0,0,153,261,0
1/15/1997,56,365,0,0,43,209,0
1/15/1997,42,283,0,0,163,274,0
1/15/1997,43,524,0,0,624,396,0
1/15/1997,61,2747,0,0,44,828,0
1/15/1997,35,1218,0,0,77,869,0
1/15/1997,41,1465,0,0,7,481,0
1/15/1997,37,2050,0,0,10,705,0
1/15/1997,55,2241,0,0,77,993,0
1/15/1997,34,390,0,0,77,156,0
1/15/1997,57,775,0,0,205,203,0
1/15/1997,48,382,0,0,111,265,0
1/15/1997,36,1213,0,0,29,843,0
1/15/1997,59,329,0,0,77,2132,0
1/15/1997,60,5,0,0,159,338,0
1/15/1997,52,2192,0,1,170,2647,0
1/15/1997,62,171,0,2,286,273,0
1/15/1997,46,646,0,0,110,1548,0
1/15/1997,39,10,0,0,214,4561,0
1/15/1997,63,891,0,1,26,1058,0
1/15/1997,51,12,0,0,180,1756,0
1/15/1997,64,676,0,0,25,846,0
1/15/1997,54,256,0,0,341,1056,0
2/15/1997,15,2501,0,0,77,1513,0
2/15/1997,27,1875,0,0,77,861,0
2/15/1997,3,99,0,0,77,21,0
2/15/1997,29,1302,0,0,77,971,0
2/15/1997,25,821,0,0,77,577,0
2/15/1997,16,383,0,0,77,520,0
2/15/1997,7,504,0,0,77,196,0
2/15/1997,31,154,0,0,77,119,0
2/15/1997,24,144,0,0,77,133,0
2/15/1997,4,1070,0,0,77,427,0
2/15/1997,20,785,0,0,77,693,0
2/15/1997,13,807,0,0,77,169,0
2/15/1997,9,916,0,0,77,474,0
2/15/1997,8,2063,0,0,1,2023,0
2/15/1997,11,565,0,0,77,776,0
2/15/1997,6,277,0,0,1,742,0
2/15/1997,15,816,0,0,77,1822,0
2/15/1997,10,252,0,0,77,1496,0
2/15/1997,2,2041,0,0,77,993,0
2/15/1997,17,732,0,0,77,2672,0
2/15/1997,12,2619,0,0,77,4419,0
2/15/1997,19,807,0,0,77,1909,0
2/15/1997,22,8443,0,0,77,4944,0
2/15/1997,23,2764,0,0,77,2622,0
2/15/1997,21,4274,0,0,77,1619,0
2/15/1997,38,1297,0,0,2,782,0
2/15/1997,26,704,0,0,77,551,0
2/15/1997,45,479,0,0,15,756,0
2/15/1997,32,2,0,0,2,407,0
2/15/1997,49,2324,0,0,15,1624,0
2/15/1997,28,1020,0,0,33,698,0
2/15/1997,40,552,0,0,73,440,0
2/15/1997,56,367,0,0,18,273,0
2/15/1997,42,489,0,0,128,710,0
2/15/1997,43,466,0,0,234,401,0
2/15/1997,61,1576,0,0,414,1064,0
2/15/1997,35,1770,0,0,77,1259,0
2/15/1997,41,1804,0,0,77,1300,0
2/15/1997,37,2034,0,0,3,1379,0
2/15/1997,34,211,0,0,4,371,0
2/15/1997,57,1075,0,0,57,359,0
2/15/1997,48,302,0,0,80,269,0
2/15/1997,36,1097,0,0,23,817,0
2/15/1997,59,329,0,0,87,1686,0
2/15/1997,60,2241,0,0,58,493,0
2/15/1997,52,1817,0,0,48,3401,0
2/15/1997,62,936,0,2,220,502,0
2/15/1997,46,488,0,0,62,1645,0
2/15/1997,39,7,0,0,212,4203,0
2/15/1997,63,1097,0,0,20,1047,0
2/15/1997,51,155,0,0,108,1763,0
2/15/1997,64,901,0,0,49,1543,0
2/15/1997,54,115,0,0,102,776,0
3/15/1997,15,4187,0,0,77,2335,0
3/15/1997,27,1904,0,0,77,987,0
3/15/1997,3,560,0,0,77,215,0
3/15/1997,29,949,0,0,77,708,0
3/15/1997,25,764,0,0,77,866,0
3/15/1997,16,1038,0,0,77,752,0
3/15/1997,7,594,0,0,77,217,0
3/15/1997,31,439,0,0,77,212,0
3/15/1997,24,494,0,0,77,470,0
3/15/1997,4,58499,0,0,77,715,0
3/15/1997,20,1072,0,0,77,1044,0
3/15/1997,13,2012,0,0,77,870,0
3/15/1997,9,1374,0,0,77,583,0
3/15/1997,8,1678,0,0,77,1235,0
3/15/1997,11,586,0,0,13,620,0
3/15/1997,6,502,0,0,2,614,0
3/15/1997,15,2032,0,0,77,4891,0
3/15/1997,10,2426,0,0,77,1634,0
3/15/1997,2,1263,0,0,77,1079,0
3/15/1997,17,952,0,0,77,2070,0
3/15/1997,12,2910,0,0,77,4453,0
3/15/1997,19,787,0,0,77,2085,0
3/15/1997,22,8653,0,0,77,4554,0
3/15/1997,23,4408,0,0,77,2418,0
3/15/1997,21,2989,0,0,77,1561,0
3/15/1997,38,2241,0,0,77,837,0
3/15/1997,26,404,0,0,5,470,0
3/15/1997,45,363,0,0,77,782,0
3/15/1997,32,468,0,0,77,273,0
3/15/1997,49,3128,0,0,22,1807,0
3/15/1997,28,976,0,0,20,926,0
3/15/1997,40,411,0,0,467,342,0
3/15/1997,56,749,0,0,69,441,0
3/15/1997,42,568,0,0,80,526,0
3/15/1997,43,708,0,0,218,409,0
3/15/1997,61,1737,0,0,516,1283,0
3/15/1997,35,2465,0,0,77,1380,0
3/15/1997,41,2660,0,0,5,1323,0
3/15/1997,37,2511,0,0,5,1369,1
3/15/1997,34,403,0,0,1,438,0
3/15/1997,57,703,0,0,27,479,0
3/15/1997,48,420,0,0,52,458,0
3/15/1997,36,803,0,0,15,975,0
3/15/1997,59,412,0,1,26,2418,0
3/15/1997,60,2241,0,0,32,301,0
3/15/1997,52,1961,0,1,37,3119,1
3/15/1997,62,402,0,5,184,554,0
3/15/1997,46,409,0,0,77,2751,0
3/15/1997,39,9,0,0,42,4879,0
3/15/1997,63,740,0,0,24,1222,0
3/15/1997,51,601,0,0,69,2599,0
3/15/1997,64,16,0,0,20,617,0
4/15/1997,15,1977,0,0,77,1313,0
4/15/1997,27,1627,0,0,77,960,0
4/15/1997,3,343,0,0,1,196,0
4/15/1997,29,1314,0,0,77,964,0
4/15/1997,25,1136,0,0,77,1273,0
4/15/1997,16,1006,0,0,77,628,0
4/15/1997,7,567,0,0,77,247,0
4/15/1997,31,210,0,0,77,211,0
4/15/1997,24,427,0,0,77,618,0
4/15/1997,4,1550,0,0,77,740,0
4/15/1997,20,1466,0,0,77,1540,0
4/15/1997,13,875,0,0,77,543,0
4/15/1997,9,1327,0,0,77,584,0
4/15/1997,8,1717,0,0,2,1502,0
4/15/1997,11,533,0,0,12,625,0
4/15/1997,6,421,0,0,2,842,0
4/15/1997,15,646,0,0,6,6240,0
4/15/1997,10,2618,0,0,77,1695,0
4/15/1997,2,1016,0,0,77,1293,0
4/15/1997,17,1237,0,0,77,2444,0
4/15/1997,12,2595,0,0,77,5290,0
4/15/1997,19,783,0,0,77,1542,0
4/15/1997,22,7994,0,0,77,3980,0
4/15/1997,23,5611,0,0,77,3104,0
4/15/1997,21,5115,0,0,77,2153,0
4/15/1997,38,1082,0,0,77,804,0
4/15/1997,26,531,0,0,18,467,0
4/15/1997,45,917,0,0,18,1202,0
4/15/1997,32,475,0,0,11,303,0
4/15/1997,49,2284,0,0,10,1818,0
4/15/1997,28,1256,0,0,55,899,0
4/15/1997,40,151,0,0,46,281,0
4/15/1997,56,956,0,0,92,407,0
4/15/1997,42,346,0,0,113,546,0
4/15/1997,43,493,0,0,294,494,0
4/15/1997,61,1646,0,0,404,929,0
4/15/1997,35,2277,0,0,77,1450,0
4/15/1997,41,845,0,0,7,520,0
4/15/1997,37,2773,0,0,7,1522,2
4/15/1997,34,529,0,0,3,461,0
4/15/1997,57,1079,0,0,72,531,0
4/15/1997,48,320,0,0,47,669,0
4/15/1997,36,848,0,0,24,87,0
4/15/1997,59,735,0,0,35,2573,0
4/15/1997,60,2241,0,0,30,241,0
4/15/1997,52,1741,0,0,36,2846,0
4/15/1997,62,234,0,3,345,525,0
4/15/1997,46,685,0,0,47,2539,0
4/15/1997,39,1,0,0,117,4658,0
4/15/1997,63,752,0,0,22,1100,0
4/15/1997,51,61,0,1,53,1449,0
4/15/1997,64,242,0,0,52,566,0
4/15/1997,54,1511,0,0,136,1021,0
5/15/1997,15,3183,0,0,77,3161,0
5/15/1997,27,1757,0,0,77,1276,0
5/15/1997,3,508,0,0,77,301,0
5/15/1997,29,1633,0,0,77,1089,0
5/15/1997,25,869,0,0,77,1055,0
5/15/1997,16,428,0,0,77,515,0
5/15/1997,7,686,0,0,77,318,0
5/15/1997,31,235,0,0,77,156,0
5/15/1997,24,661,0,0,77,712,0
5/15/1997,4,1322,0,0,77,844,0
5/15/1997,20,812,0,0,1,1330,0
5/15/1997,13,1741,0,0,77,572,0
5/15/1997,9,1537,0,0,77,692,0
5/15/1997,8,1884,0,0,77,1513,0
5/15/1997,11,721,0,0,11,828,0
5/15/1997,6,384,0,0,2,1211,0
5/15/1997,15,633,0,0,1,2702,0
5/15/1997,10,2805,0,0,77,2043,0
5/15/1997,2,1354,0,0,77,1168,0
5/15/1997,17,1355,0,0,77,2363,0
5/15/1997,12,3676,0,0,77,5845,0
5/15/1997,19,901,0,0,77,2078,0
5/15/1997,22,8424,0,0,77,5229,0
5/15/1997,23,5779,0,0,77,3844,0
5/15/1997,21,4967,0,0,77,2110,0
5/15/1997,38,1025,0,0,1,1080,0
5/15/1997,26,501,0,0,25,836,0
5/15/1997,45,490,0,0,10,685,0
5/15/1997,32,360,0,0,5,389,0
5/15/1997,49,1737,0,0,36,1486,0
5/15/1997,28,1314,0,0,70,1132,0
5/15/1997,40,296,0,0,49,306,0
5/15/1997,56,807,0,0,177,334,0
5/15/1997,42,767,0,0,105,1005,0
5/15/1997,43,708,0,0,195,466,0
5/15/1997,61,1556,0,0,752,1375,0
5/15/1997,35,2576,0,0,77,1940,0
5/15/1997,41,2072,0,0,8,1417,4
5/15/1997,37,2188,0,0,21,1524,1
5/15/1997,34,558,0,0,19,460,0
5/15/1997,57,836,0,0,79,442,0
5/15/1997,48,409,0,0,42,573,0
5/15/1997,36,948,0,0,21,809,0
5/15/1997,59,739,0,0,24,2032,0
5/15/1997,60,2241,0,0,77,408,0
5/15/1997,52,1589,0,0,53,2784,0
5/15/1997,62,710,0,0,153,572,0
5/15/1997,46,633,0,1,53,2980,0
5/15/1997,39,11,0,0,101,298,0
5/15/1997,63,965,0,0,130,2105,0
5/15/1997,51,105,0,3,239,2196,0
5/15/1997,64,203,0,2,130,696,0
5/15/1997,54,1090,0,0,194,1015,0
6/15/1997,15,2928,0,0,77,3248,0
6/15/1997,27,1583,0,0,77,1867,0
6/15/1997,3,583,0,0,77,318,0
6/15/1997,29,1542,0,0,77,1164,0
6/15/1997,25,931,0,0,77,1303,0
6/15/1997,16,1028,0,0,77,883,0
6/15/1997,7,831,0,0,77,362,0
6/15/1997,31,188,0,0,77,135,0
6/15/1997,24,294,0,0,77,419,0
6/15/1997,4,1050,0,0,77,1037,0
6/15/1997,20,1553,0,0,12,1635,0
6/15/1997,13,1113,0,0,77,781,0
6/15/1997,9,1618,0,0,77,1170,0
6/15/1997,8,1369,0,0,77,1771,0
6/15/1997,11,322,0,0,17,413,0
6/15/1997,6,368,0,0,1,1197,0
6/15/1997,15,441,0,0,1,2147,0
6/15/1997,10,3437,0,0,77,2161,0
6/15/1997,2,2087,0,0,77,1100,0
6/15/1997,17,1223,0,0,77,2283,0
6/15/1997,12,3533,0,0,77,6328,0
6/15/1997,19,946,0,0,77,2078,0
6/15/1997,22,8007,0,0,77,4493,1
6/15/1997,23,5029,0,0,1,4101,0
6/15/1997,21,4660,0,0,77,2318,0
6/15/1997,38,1080,0,0,4,1177,0
6/15/1997,26,777,0,0,5,902,0
6/15/1997,45,625,0,0,69,1260,0
6/15/1997,32,1793,0,0,7,380,0
6/15/1997,49,2165,0,0,105,2023,0
6/15/1997,28,1169,0,0,76,1176,0
6/15/1997,40,363,0,0,64,294,0
6/15/1997,56,115,0,0,385,495,0
6/15/1997,42,679,0,0,202,1235,0
6/15/1997,43,631,0,0,339,604,0
6/15/1997,61,1699,0,2,947,1755,0
6/15/1997,35,2473,0,0,77,2036,0
6/15/1997,41,2165,0,0,77,1219,1
6/15/1997,37,2030,0,0,32,1435,1
6/15/1997,34,636,0,0,18,536,0
6/15/1997,57,1513,0,0,198,491,0
6/15/1997,48,559,0,0,64,543,0
6/15/1997,36,1195,0,0,72,1378,0
6/15/1997,59,520,0,0,97,2892,0
6/15/1997,60,2241,0,0,82,755,0
6/15/1997,52,197,0,1,7,2748,0
6/15/1997,62,611,0,14,793,613,0
6/15/1997,46,493,0,0,185,2543,0
6/15/1997,39,10,0,0,88,296,0
6/15/1997,63,1477,0,0,270,1817,0
6/15/1997,51,450,0,9,457,2815,0
6/15/1997,54,1084,0,0,225,1181,0
7/15/1997,15,3433,0,0,77,3214,0
7/15/1997,27,1142,0,0,77,828,0
7/15/1997,29,1212,0,0,77,1222,0
7/15/1997,25,839,0,0,77,617,0
7/15/1997,16,826,0,0,77,503,0
7/15/1997,7,2241,0,0,77,266,0
7/15/1997,31,198,0,0,77,198,0
7/15/1997,24,655,0,0,77,660,0
7/15/1997,4,1798,0,0,5,757,0
7/15/1997,20,2067,0,0,77,1793,0
7/15/1997,13,1108,0,0,77,862,0
7/15/1997,9,1340,0,0,3,989,0
7/15/1997,8,783,0,0,77,1547,0
7/15/1997,11,508,0,0,31,632,0
7/15/1997,6,585,0,0,6,1220,0
7/15/1997,15,437,0,0,14,3238,0
7/15/1997,10,3581,0,0,77,2030,0
7/15/1997,2,1629,0,0,77,1241,0
7/15/1997,17,2348,0,0,77,2904,0
7/15/1997,12,3746,0,0,77,5842,0
7/15/1997,19,775,0,0,77,2062,0
7/15/1997,22,7626,0,0,77,4931,0
7/15/1997,23,4318,0,0,77,2716,1
7/15/1997,21,4251,0,1,286,1967,0
7/15/1997,38,789,0,0,68,1242,0
7/15/1997,26,835,0,0,71,105,0
7/15/1997,45,477,0,0,11,528,0
7/15/1997,32,511,0,0,13,441,0
7/15/1997,49,1992,0,0,33,1741,0
7/15/1997,28,1004,0,0,100,1057,0
7/15/1997,40,308,0,0,84,337,0
7/15/1997,56,53,0,0,479,404,0
7/15/1997,42,700,0,0,372,987,0
7/15/1997,43,690,0,0,546,568,0
7/15/1997,61,1974,0,1,902,1339,0
7/15/1997,35,2205,0,0,77,1745,0
7/15/1997,41,2818,0,0,5,1604,2
7/15/1997,37,1801,0,0,58,1468,0
7/15/1997,34,400,0,0,30,573,0
7/15/1997,57,1294,0,0,312,406,0
7/15/1997,48,305,0,0,62,1144,0
7/15/1997,36,1053,0,0,114,1246,0
7/15/1997,59,630,0,2,351,1505,0
7/15/1997,60,2241,0,0,229,683,0
7/15/1997,52,2005,0,0,105,2722,2
7/15/1997,62,707,0,0,77,463,0
7/15/1997,46,686,0,3,286,2653,0
7/15/1997,39,12,0,2,255,4375,1
7/15/1997,63,1148,0,0,418,1592,0
7/15/1997,51,151,0,12,1750,1612,0
7/15/1997,64,132,0,0,422,696,0
7/15/1997,54,1740,0,3,1312,1315,0
8/15/1997,15,3813,0,0,77,3207,0
8/15/1997,27,2081,0,0,77,1512,0
8/15/1997,3,801,0,0,77,337,0
8/15/1997,29,1499,0,0,77,1164,0
8/15/1997,25,949,0,0,77,793,0
8/15/1997,16,736,0,0,77,596,0
8/15/1997,7,5762,0,0,77,2308,0
8/15/1997,31,853,0,0,77,195,0
8/15/1997,24,317,0,0,77,446,0
8/15/1997,4,833,0,0,3,239,0
8/15/1997,20,2892,0,0,77,1429,0
8/15/1997,13,1685,0,0,77,1400,0
8/15/1997,9,1332,0,0,77,857,0
8/15/1997,8,1657,0,0,77,1733,0
8/15/1997,11,1004,0,0,7,812,0
8/15/1997,6,598,0,0,13,1045,0
8/15/1997,15,121,0,0,11,322,0
8/15/1997,10,6405,0,0,77,2035,0
8/15/1997,2,4179,0,0,77,1336,0
8/15/1997,17,2525,0,0,77,3189,0
8/15/1997,12,8232,0,0,77,6858,0
8/15/1997,19,1412,0,0,77,1939,0
8/15/1997,22,16612,0,0,189,5187,0
8/15/1997,23,4888,0,0,77,2778,0
8/15/1997,21,4584,0,0,340,1971,0
8/15/1997,38,838,0,0,83,1091,0
8/15/1997,26,929,0,0,26,938,0
8/15/1997,45,586,0,0,7,905,0
8/15/1997,32,490,0,0,36,422,0
8/15/1997,49,2886,0,0,62,1812,0
8/15/1997,28,5,0,0,61,1010,0
8/15/1997,40,253,0,0,119,311,0
8/15/1997,56,81,0,0,134,373,0
8/15/1997,42,533,0,1,304,997,0
8/15/1997,43,723,0,0,533,550,0
8/15/1997,61,1847,0,2,654,1182,0
8/15/1997,35,2922,0,0,17,1994,0
8/15/1997,41,3294,0,0,27,1944,0
8/15/1997,37,2415,0,0,112,1364,0
8/15/1997,34,436,0,0,40,344,0
8/15/1997,57,3159,0,0,493,671,0
8/15/1997,48,507,0,0,124,893,0
8/15/1997,36,594,0,1,112,1015,0
8/15/1997,59,633,0,0,374,2547,0
8/15/1997,60,37,0,0,281,1450,0
8/15/1997,52,222,0,1,238,2399,0
8/15/1997,62,876,0,10,2064,657,0
8/15/1997,46,460,0,0,495,2166,0
8/15/1997,39,34,0,2,530,4099,1
8/15/1997,63,1054,0,1,448,1430,0
8/15/1997,51,457,0,7,1235,1535,0
8/15/1997,64,2241,0,0,422,611,0
8/15/1997,54,685,0,7,1380,1063,0
9/15/1997,15,41044,0,0,77,1952,0
9/15/1997,27,1930,0,0,77,837,0
9/15/1997,3,1009,0,0,77,266,0
9/15/1997,29,1604,0,0,77,1156,0
9/15/1997,25,2098,0,0,1,1230,0
9/15/1997,16,1474,0,0,77,749,0
9/15/1997,7,2049,0,0,77,289,0
9/15/1997,31,572,0,0,77,224,0
9/15/1997,24,1210,0,0,77,709,0
9/15/1997,4,298,0,0,2,523,0
9/15/1997,20,2455,0,0,77,1458,0
9/15/1997,13,2414,0,0,77,1360,0
9/15/1997,9,2827,0,0,77,970,0
9/15/1997,8,998,0,0,2,2570,0
9/15/1997,11,673,0,0,27,516,0
9/15/1997,6,750,0,0,19,816,0
9/15/1997,15,1832,0,0,10,2498,0
9/15/1997,10,5013,0,0,77,1844,0
9/15/1997,2,1915,0,0,77,951,0
9/15/1997,17,1707,0,0,77,2221,0
9/15/1997,12,8996,0,0,77,6373,0
9/15/1997,19,978,0,0,77,1918,0
9/15/1997,22,25546,0,0,17,4616,0
9/15/1997,23,6697,0,0,20,2574,0
9/15/1997,21,4121,0,0,35,1818,0
9/15/1997,38,1443,0,0,403,848,0
9/15/1997,26,1036,0,0,63,806,0
9/15/1997,45,620,0,0,88,650,0
9/15/1997,32,523,0,0,128,366,0
9/15/1997,49,3435,0,1,278,2064,0
9/15/1997,28,1692,0,0,82,999,0
9/15/1997,40,60,0,0,2,184,0
9/15/1997,56,522,0,0,134,261,0
9/15/1997,42,935,0,0,455,793,0
9/15/1997,43,775,0,0,719,496,0
9/15/1997,61,2490,0,0,609,1177,0
9/15/1997,35,2329,0,0,31,1329,0
9/15/1997,41,3050,0,0,256,1390,0
9/15/1997,37,2490,0,1,354,892,0
9/15/1997,34,390,0,0,36,281,0
9/15/1997,57,1891,0,0,540,584,0
9/15/1997,48,715,0,1,189,921,0
9/15/1997,36,936,0,0,74,843,0
9/15/1997,59,741,0,2,410,4378,0
9/15/1997,60,64,0,0,309,876,0
9/15/1997,52,3090,0,1,592,2476,0
9/15/1997,62,912,0,3,1981,310,0
9/15/1997,46,1113,0,6,1295,2350,0
9/15/1997,39,13,0,0,1113,3828,0
9/15/1997,63,1700,0,0,591,1675,0
9/15/1997,51,689,0,1,739,1614,0
9/15/1997,64,527,0,0,308,519,0
9/15/1997,54,227,0,4,2068,1019,0
10/15/1997,15,3358,0,0,77,2098,1
10/15/1997,27,2786,0,0,77,949,0
10/15/1997,3,1442,0,0,77,281,0
10/15/1997,29,1432,0,0,77,783,0
10/15/1997,25,1544,0,0,77,801,0
10/15/1997,16,736,0,0,77,348,0
10/15/1997,7,909,0,0,77,201,0
10/15/1997,31,442,0,0,2,175,0
10/15/1997,24,1354,0,0,77,693,0
10/15/1997,4,2284,0,0,77,681,0
10/15/1997,20,517,0,0,77,1324,0
10/15/1997,13,1282,0,0,77,495,0
10/15/1997,9,2863,0,0,1,885,0
10/15/1997,8,1688,0,0,77,1892,0
10/15/1997,11,691,0,0,23,458,0
10/15/1997,6,955,0,0,23,1294,0
10/15/1997,15,1331,0,0,6,3059,0
10/15/1997,10,3670,0,0,77,1844,0
10/15/1997,2,2983,0,0,77,1375,0
10/15/1997,17,1219,0,0,77,2197,0
10/15/1997,12,4697,0,0,77,6160,0
10/15/1997,19,627,0,0,77,1991,0
10/15/1997,22,11081,0,0,24,4285,0
10/15/1997,23,6834,0,0,598,2666,0
10/15/1997,21,4642,0,0,115,1611,0
10/15/1997,38,1208,0,0,415,607,0
10/15/1997,26,1145,0,0,330,873,0
10/15/1997,45,823,0,0,78,846,0
10/15/1997,32,645,0,0,432,380,0
10/15/1997,49,3885,0,0,287,1789,0
10/15/1997,28,1507,0,0,81,1128,0
10/15/1997,40,2602,0,0,149,253,0
10/15/1997,56,150,0,0,128,444,0
10/15/1997,42,1967,0,1,549,840,0
10/15/1997,43,915,0,0,639,477,0
10/15/1997,61,2976,0,0,728,1120,0
10/15/1997,35,3943,0,0,15,1546,0
10/15/1997,41,4101,0,1,166,1838,1
10/15/1997,37,3124,0,0,192,1044,0
10/15/1997,34,547,0,0,21,285,0
10/15/1997,57,845,0,0,596,352,0
10/15/1997,48,615,0,0,77,772,0
10/15/1997,36,981,0,0,34,815,0
10/15/1997,59,762,0,2,330,2575,0
10/15/1997,60,14,0,0,304,1333,0
10/15/1997,52,3474,0,0,949,2563,0
10/15/1997,62,1414,0,5,1739,524,0
10/15/1997,46,963,0,15,1476,2596,0
10/15/1997,39,22,0,14,1525,3950,0
10/15/1997,63,1807,0,0,453,1494,0
10/15/1997,51,2789,0,0,596,2216,0
10/15/1997,64,2241,0,0,289,528,0
10/15/1997,54,1053,0,5,1239,1145,0
11/15/1997,15,3844,0,0,77,2132,1
11/15/1997,27,1408,0,0,77,602,1
11/15/1997,3,824,0,0,77,274,0
11/15/1997,29,720,0,0,77,369,0
11/15/1997,25,771,0,0,77,410,0
11/15/1997,16,1303,0,0,77,421,0
11/15/1997,7,686,0,0,77,179,0
11/15/1997,31,278,0,0,77,139,0
11/15/1997,24,610,0,0,77,490,0
11/15/1997,4,1655,0,0,77,363,0
11/15/1997,20,1386,0,0,77,1113,0
11/15/1997,13,3488,0,0,77,1141,0
11/15/1997,9,3924,0,0,77,1178,0
11/15/1997,8,1377,0,0,77,1376,0
11/15/1997,11,634,0,0,24,653,0
11/15/1997,6,437,0,0,7,708,0
11/15/1997,15,617,0,0,18,2445,0
11/15/1997,10,3060,0,0,1,1748,0
11/15/1997,2,1585,0,0,77,1417,0
11/15/1997,17,1211,0,0,77,1657,0
11/15/1997,12,3870,0,0,77,5819,0
11/15/1997,19,740,0,0,77,1807,0
11/15/1997,22,7109,0,0,77,4266,0
11/15/1997,23,5057,0,0,229,3547,0
11/15/1997,21,4939,0,0,107,1566,0
11/15/1997,38,1049,0,0,410,875,0
11/15/1997,26,924,0,0,142,665,0
11/15/1997,45,906,0,0,115,764,0
11/15/1997,32,496,0,0,682,331,0
11/15/1997,49,3986,0,0,286,1882,0
11/15/1997,28,1405,0,0,126,948,0
11/15/1997,40,292,0,0,150,330,0
11/15/1997,56,328,0,0,765,572,0
11/15/1997,42,1559,0,0,628,933,0
11/15/1997,43,881,0,0,503,449,0
11/15/1997,61,2673,0,0,439,1099,0
11/15/1997,35,1775,0,0,77,1218,0
11/15/1997,41,2547,0,0,156,886,1
11/15/1997,37,1854,0,0,154,1012,0
11/15/1997,34,496,0,0,175,238,0
11/15/1997,57,620,0,0,104,235,0
11/15/1997,48,910,0,0,216,627,0
11/15/1997,36,818,0,0,50,1032,0
11/15/1997,59,781,0,0,186,2342,0
11/15/1997,60,1,0,0,339,1300,0
11/15/1997,52,2232,0,4,757,2206,0
11/15/1997,62,1131,0,6,1006,472,0
11/15/1997,46,1140,0,0,937,1465,0
11/15/1997,39,27,0,9,1001,3439,0
11/15/1997,63,239,0,0,525,1198,0
11/15/1997,51,37,0,8,1101,1655,0
11/15/1997,64,1003,0,0,317,604,0
11/15/1997,54,1241,0,0,735,1282,0
12/15/1997,15,3932,0,0,77,2138,0
12/15/1997,27,2462,0,0,77,918,0
12/15/1997,3,743,0,0,77,193,0
12/15/1997,29,1177,0,0,77,402,0
12/15/1997,25,1648,0,0,77,738,0
12/15/1997,16,985,0,0,77,466,0
12/15/1997,7,543,0,0,77,155,0
12/15/1997,31,111,0,0,77,71,0
12/15/1997,24,2241,0,0,77,323,0
12/15/1997,4,1390,0,0,77,250,0
12/15/1997,20,1781,0,0,77,1559,0
12/15/1997,13,2872,0,0,77,900,0
12/15/1997,9,2123,0,0,2,788,0
12/15/1997,8,3556,0,0,77,2026,0
12/15/1997,11,431,0,0,13,290,0
12/15/1997,6,306,0,0,7,872,0
12/15/1997,15,884,0,0,41,3314,0
12/15/1997,10,2847,0,0,77,1555,0
12/15/1997,2,21674,0,0,77,13586,0
12/15/1997,17,532,0,0,77,1408,0
12/15/1997,12,3469,0,0,77,5515,0
12/15/1997,19,683,0,0,77,1743,0
12/15/1997,22,12230,0,0,77,4043,0
12/15/1997,23,3437,0,0,19,1932,0
12/15/1997,21,3933,0,0,77,1609,0
12/15/1997,38,2016,0,0,151,860,0
12/15/1997,26,1331,0,0,262,854,0
12/15/1997,45,732,0,0,11,619,0
12/15/1997,32,339,0,0,779,432,0
12/15/1997,49,2486,0,0,140,1761,0
12/15/1997,28,788,0,0,62,577,0
12/15/1997,40,460,0,0,216,316,0
12/15/1997,56,238,0,0,545,739,0
12/15/1997,42,1218,0,0,627,890,0
12/15/1997,43,801,0,0,520,493,0
12/15/1997,61,1985,0,0,417,1080,0
12/15/1997,35,2056,0,0,77,1202,0
12/15/1997,41,2183,0,0,38,1244,0
12/15/1997,37,1267,0,0,63,806,0
12/15/1997,34,506,0,0,77,283,0
12/15/1997,57,1046,0,0,175,348,0
12/15/1997,48,689,0,0,167,1014,0
12/15/1997,36,857,0,0,16,233,0
12/15/1997,59,964,0,0,243,2521,0
12/15/1997,60,2241,0,0,289,1055,0
12/15/1997,52,2249,0,2,902,2475,0
12/15/1997,62,851,0,6,734,515,0
12/15/1997,46,761,0,5,930,1948,0
12/15/1997,39,5,0,2,747,129,0
12/15/1997,63,984,0,0,264,732,0
12/15/1997,51,2241,0,0,1172,813,0
