date1,province_code,influenza,influenza_death,dengue_fever_death,dengue_fever,diarrhoea,diarrhoea_death
12/15/2000,35,1650,0,0,77,933,0
12/15/2000,41,2501,0,0,43,1266,0
12/15/2000,37,1589,0,0,8,1574,0
12/15/2000,34,1188,0,0,19,698,0
12/15/2000,57,1680,0,0,23,534,0
12/15/2000,48,164,0,0,30,219,0
12/15/2000,36,2241,0,0,59,993,0
12/15/2000,59,1975,0,0,24,1627,0
12/15/2000,60,116,0,0,191,2178,0
12/15/2000,52,1660,0,0,100,2064,0
12/15/2000,62,437,0,0,21,434,0
12/15/2000,46,617,0,0,221,8157,0
12/15/2000,39,8,0,0,61,1972,0
12/15/2000,63,1672,0,0,10,1055,0
12/15/2000,51,375,0,1,75,1023,0
12/15/2000,64,582,0,0,7,560,0
12/15/2000,54,318,0,0,50,453,0
1/15/2001,15,3864,0,0,77,993,0
1/15/2001,27,1834,0,0,26,993,0
1/15/2001,3,435,0,0,77,993,0
1/15/2001,29,2245,0,0,165,993,0
1/15/2001,25,956,0,0,82,993,0
1/15/2001,16,472,0,0,146,993,0
1/15/2001,7,987,0,0,170,993,0
1/15/2001,31,139,0,0,36,993,0
1/15/2001,24,664,0,0,844,993,0
1/15/2001,4,1824,0,0,369,993,0
1/15/2001,20,2017,0,0,481,993,0
1/15/2001,13,1728,0,0,211,993,0
1/15/2001,9,1611,0,0,336,993,0
1/15/2001,8,1975,0,0,983,993,0
1/15/2001,11,458,0,0,141,1,0
1/15/2001,6,224,0,0,222,1,0
1/15/2001,15,501,0,0,600,1,0
1/15/2001,10,2866,0,0,272,993,0
1/15/2001,2,2158,0,0,257,993,0
1/15/2001,17,677,0,0,256,993,0
1/15/2001,12,3805,0,0,164,993,0
1/15/2001,19,888,0,0,298,993,0
1/15/2001,22,6104,0,0,746,993,0
1/15/2001,23,3821,0,0,921,993,0
1/15/2001,21,4505,0,0,233,1,0
1/15/2001,38,2215,0,0,384,993,0
1/15/2001,26,873,0,0,231,993,0
1/15/2001,45,1015,0,0,303,7,0
1/15/2001,32,230,0,0,293,1,0
1/15/2001,49,2365,0,0,764,993,0
1/15/2001,28,857,0,0,861,993,0
1/15/2001,40,518,0,0,788,993,0
1/15/2001,56,355,0,0,223,16,0
1/15/2001,42,1770,0,0,1018,29,0
1/15/2001,43,866,0,0,683,46,0
1/15/2001,61,1774,0,0,1803,104,0
1/15/2001,35,1299,0,0,31,993,0
1/15/2001,41,1538,0,0,198,9,0
1/15/2001,37,1186,0,2,525,6,0
1/15/2001,34,682,0,0,114,13,0
1/15/2001,57,1656,0,1,300,28,0
1/15/2001,48,298,0,1,1338,25,0
1/15/2001,36,1182,0,0,1124,78,0
1/15/2001,59,1835,0,0,804,26,0
1/15/2001,60,151,0,0,3157,135,0
1/15/2001,52,2532,0,0,1921,101,0
1/15/2001,62,347,0,0,1624,19,0
1/15/2001,46,893,0,0,1559,178,3
1/15/2001,39,1,0,0,2625,31,0
1/15/2001,63,2018,0,0,453,11,0
1/15/2001,51,102,0,0,830,98,0
1/15/2001,64,327,0,0,207,2,0
1/15/2001,54,2271,0,0,634,53,0
2/15/2001,15,6404,0,0,77,993,0
2/15/2001,27,2143,0,0,21,993,0
2/15/2001,29,2339,0,0,116,993,0
2/15/2001,25,763,0,0,51,993,0
2/15/2001,16,1142,0,0,118,993,0
2/15/2001,7,1139,0,0,98,993,0
2/15/2001,31,210,0,0,35,993,0
2/15/2001,24,564,0,0,625,993,0
2/15/2001,4,2213,0,2,346,993,0
2/15/2001,20,2134,0,0,356,993,0
2/15/2001,13,196,0,0,173,993,0
2/15/2001,9,1266,0,0,337,993,0
2/15/2001,8,1980,0,0,850,993,0
2/15/2001,11,1354,0,0,115,2,0
2/15/2001,6,816,0,0,228,2,0
2/15/2001,15,939,0,0,461,993,0
2/15/2001,10,3417,0,0,358,993,0
2/15/2001,2,2019,0,0,229,993,0
2/15/2001,17,1099,0,0,248,993,0
2/15/2001,12,3897,0,0,187,993,0
2/15/2001,19,1137,0,0,316,993,0
2/15/2001,22,9132,0,0,897,993,0
2/15/2001,23,7185,0,0,748,993,0
2/15/2001,21,4788,0,0,258,993,0
2/15/2001,38,2412,0,0,392,993,0
2/15/2001,26,1393,0,0,226,993,0
2/15/2001,45,1247,0,0,267,993,0
2/15/2001,32,471,0,0,283,3,0
2/15/2001,49,7224,0,0,1447,13,0
2/15/2001,28,2189,0,0,783,22,0
2/15/2001,40,1018,0,0,942,993,0
2/15/2001,56,1168,0,0,206,28,0
2/15/2001,42,3989,0,1,1472,56,0
2/15/2001,43,2970,0,0,783,43,0
2/15/2001,61,240,0,0,1685,130,0
2/15/2001,35,2284,0,0,47,993,0
2/15/2001,41,2459,0,0,280,18,0
2/15/2001,37,1999,0,1,431,14,0
2/15/2001,34,589,0,0,183,3,0
2/15/2001,57,1892,0,0,285,33,0
2/15/2001,48,230,0,0,1202,15,0
2/15/2001,36,1407,0,0,1270,69,2
2/15/2001,59,2302,0,0,826,14,0
2/15/2001,60,154,0,0,3097,137,1
2/15/2001,52,2905,0,0,1756,124,0
2/15/2001,62,858,0,0,1524,26,0
2/15/2001,46,894,0,0,1554,176,0
2/15/2001,39,5,0,0,2189,17,0
2/15/2001,63,1875,0,0,439,9,0
2/15/2001,51,632,0,0,884,60,0
2/15/2001,64,763,0,0,239,5,0
2/15/2001,54,1447,0,0,444,36,0
3/15/2001,15,7893,0,0,15,993,0
3/15/2001,27,2726,0,0,21,993,0
3/15/2001,3,539,0,0,77,993,0
3/15/2001,29,4365,0,0,49,993,0
3/15/2001,25,1614,0,0,55,993,0
3/15/2001,16,745,0,0,151,993,0
3/15/2001,7,1061,0,0,100,993,0
3/15/2001,31,357,0,0,39,993,0
3/15/2001,24,820,0,0,600,993,0
3/15/2001,4,3315,0,0,325,993,0
3/15/2001,20,2370,0,0,482,993,0
3/15/2001,13,1849,0,0,392,993,0
3/15/2001,9,1759,0,0,411,993,0
3/15/2001,8,2502,0,0,810,993,0
3/15/2001,11,1340,0,0,179,21,0
3/15/2001,6,771,0,0,286,5,0
3/15/2001,15,1138,0,0,510,4,0
3/15/2001,10,3468,0,0,304,993,0
3/15/2001,2,2403,0,0,238,1,0
3/15/2001,17,1135,0,0,246,993,0
3/15/2001,12,4555,0,0,136,993,0
3/15/2001,19,1738,0,0,303,993,0
3/15/2001,22,9263,0,0,897,993,0
3/15/2001,23,6797,0,0,794,993,0
3/15/2001,21,6383,0,0,267,993,0
3/15/2001,38,2306,0,0,373,993,0
3/15/2001,26,1266,0,0,253,4,0
3/15/2001,45,1233,0,0,353,993,0
3/15/2001,32,471,0,0,285,4,0
3/15/2001,49,5181,0,0,859,5,0
3/15/2001,28,887,0,0,738,14,0
3/15/2001,40,1009,0,0,859,10,0
3/15/2001,56,635,0,0,221,48,0
3/15/2001,42,5805,0,0,2248,49,0
3/15/2001,43,1675,0,0,789,9,0
3/15/2001,61,2203,0,0,1862,128,2
3/15/2001,35,1141,0,0,53,993,0
3/15/2001,41,2220,0,1,239,26,0
3/15/2001,37,1916,0,1,853,13,0
3/15/2001,34,1181,0,0,129,14,0
3/15/2001,57,1372,0,0,220,33,0
3/15/2001,48,226,0,0,1323,21,0
3/15/2001,36,1518,0,0,1399,47,0
3/15/2001,59,1988,0,0,808,24,0
3/15/2001,60,120,0,0,3522,131,0
3/15/2001,52,2586,0,1,1789,78,0
3/15/2001,62,1070,0,0,1471,15,0
3/15/2001,46,1075,0,0,1577,148,0
3/15/2001,39,1,0,0,2277,21,0
3/15/2001,63,2050,0,0,278,4,0
3/15/2001,51,672,0,0,761,88,0
3/15/2001,64,1250,0,0,286,9,0
3/15/2001,54,1232,0,0,487,19,0
4/15/2001,15,7455,0,0,77,993,0
4/15/2001,27,2067,0,0,32,993,0
4/15/2001,3,736,0,0,77,4,0
4/15/2001,29,3202,0,0,59,993,0
4/15/2001,25,2106,0,0,113,993,0
4/15/2001,16,1286,0,0,136,993,0
4/15/2001,7,1175,0,0,104,993,0
4/15/2001,31,514,0,0,33,993,0
4/15/2001,24,782,0,0,665,993,0
4/15/2001,4,3125,0,0,288,1,0
4/15/2001,20,2671,0,0,475,3,0
4/15/2001,13,622,0,0,202,993,0
4/15/2001,9,1336,0,0,358,993,0
4/15/2001,8,2643,0,0,850,2,0
4/15/2001,11,1376,0,0,171,50,0
4/15/2001,6,346,0,0,323,55,0
4/15/2001,15,1299,0,0,513,7,0
4/15/2001,10,3813,0,0,312,993,0
4/15/2001,2,3111,0,0,282,993,0
4/15/2001,17,1756,0,0,286,993,0
4/15/2001,12,5655,0,0,158,993,0
4/15/2001,19,2354,0,0,311,993,0
4/15/2001,22,13097,0,0,3547,993,0
4/15/2001,23,8042,0,0,796,993,0
4/15/2001,21,5199,0,0,234,12,0
4/15/2001,38,1577,0,0,360,4,0
4/15/2001,26,1252,0,0,262,4,0
4/15/2001,45,1315,0,0,479,993,0
4/15/2001,32,469,0,0,267,1,0
4/15/2001,49,4757,0,0,794,4,0
4/15/2001,28,2202,0,0,776,2,0
4/15/2001,40,854,0,0,893,3,0
4/15/2001,56,424,0,0,341,76,0
4/15/2001,42,7551,0,0,3032,41,0
4/15/2001,43,1675,0,0,1162,21,1
4/15/2001,61,1387,0,1,2087,305,0
4/15/2001,35,2289,0,0,71,1,0
4/15/2001,41,1597,0,0,322,64,0
4/15/2001,37,7242,0,1,708,13,0
4/15/2001,34,702,0,0,218,14,0
4/15/2001,57,1354,0,0,282,48,0
4/15/2001,48,230,0,0,1466,31,0
4/15/2001,36,698,0,0,1385,53,0
4/15/2001,59,2325,0,0,948,19,0
4/15/2001,60,19,0,0,3700,101,0
4/15/2001,52,2728,0,0,1954,78,0
4/15/2001,62,732,0,0,1752,15,1
4/15/2001,46,1027,0,0,1704,187,1
4/15/2001,39,6,0,0,2270,27,0
4/15/2001,63,1604,0,0,413,6,0
4/15/2001,51,859,0,0,972,76,0
4/15/2001,64,541,0,0,151,6,0
4/15/2001,54,1564,0,0,406,41,0
5/15/2001,15,6262,0,0,20,993,0
5/15/2001,27,3001,0,0,18,993,0
5/15/2001,3,807,0,0,77,993,0
5/15/2001,29,3454,0,0,48,993,0
5/15/2001,25,1164,0,0,47,993,0
5/15/2001,16,2462,0,1,112,993,0
5/15/2001,7,1508,0,0,180,993,0
5/15/2001,31,439,0,0,29,993,0
5/15/2001,24,1036,0,0,573,2,0
5/15/2001,4,4368,0,0,196,4,0
5/15/2001,20,3497,0,0,421,2,0
5/15/2001,13,1978,0,0,77,993,0
5/15/2001,9,1759,0,0,438,1,0
5/15/2001,8,3204,0,0,974,3,0
5/15/2001,11,1620,0,0,159,47,0
5/15/2001,6,1171,0,0,398,49,0
5/15/2001,15,960,0,0,635,19,0
5/15/2001,10,4945,0,0,245,993,0
5/15/2001,2,4151,0,0,272,2,0
5/15/2001,17,1530,0,0,283,993,0
5/15/2001,12,7872,0,0,135,993,0
5/15/2001,19,2571,0,0,305,993,0
5/15/2001,22,12757,0,0,735,993,0
5/15/2001,23,6484,0,0,707,993,0
5/15/2001,21,3920,0,0,203,993,0
5/15/2001,38,1560,0,0,328,401,0
5/15/2001,26,1073,0,0,222,6,0
5/15/2001,45,1396,0,0,395,8,0
5/15/2001,32,321,0,0,279,2,0
5/15/2001,49,4641,0,0,861,1,0
5/15/2001,28,1267,0,0,558,993,0
5/15/2001,40,1232,0,0,900,993,0
5/15/2001,56,338,0,0,344,201,0
5/15/2001,42,2508,0,0,1336,58,0
5/15/2001,43,2241,0,0,785,33,0
5/15/2001,61,1829,0,0,2008,408,1
5/15/2001,35,1829,0,0,104,993,0
5/15/2001,41,2032,0,2,315,68,0
5/15/2001,37,3146,0,0,628,16,0
5/15/2001,34,826,0,0,242,6,0
5/15/2001,57,676,0,0,302,59,0
5/15/2001,48,181,0,0,1502,32,0
5/15/2001,36,1248,0,0,1198,65,0
5/15/2001,59,2309,0,0,944,66,0
5/15/2001,60,102,0,0,3313,162,1
5/15/2001,52,2193,0,0,1869,216,2
5/15/2001,62,627,0,0,1579,13,0
5/15/2001,46,863,0,0,1648,410,2
5/15/2001,39,2,0,0,2328,31,0
5/15/2001,63,1760,0,0,426,22,0
5/15/2001,51,623,0,0,1017,345,2
5/15/2001,64,765,0,0,206,27,0
5/15/2001,54,1799,0,0,474,60,0
6/15/2001,15,5742,0,0,5,993,0
6/15/2001,27,2733,0,0,32,993,0
6/15/2001,3,1050,0,0,77,3,0
6/15/2001,29,4644,0,0,64,993,0
6/15/2001,25,1267,0,0,51,993,0
6/15/2001,16,1661,0,0,133,993,0
6/15/2001,7,1765,0,0,115,993,0
6/15/2001,31,155,0,0,40,993,0
6/15/2001,24,1603,0,0,559,993,0
6/15/2001,4,3362,0,0,230,993,0
6/15/2001,20,3392,0,0,336,993,0
6/15/2001,13,1216,0,0,254,993,0
6/15/2001,9,2070,0,0,405,1,0
6/15/2001,8,2976,0,0,924,3,0
6/15/2001,11,1350,0,0,94,88,0
6/15/2001,6,4303,0,0,1728,39,0
6/15/2001,15,1338,0,0,596,38,0
6/15/2001,10,4363,0,0,230,1,0
6/15/2001,2,4030,0,0,222,993,0
6/15/2001,17,1274,0,0,289,993,0
6/15/2001,12,6146,0,0,118,3,0
6/15/2001,19,1500,0,0,248,993,0
6/15/2001,22,13158,0,0,795,993,0
6/15/2001,23,5911,0,0,603,993,0
6/15/2001,21,3761,0,0,231,993,0
6/15/2001,38,1350,0,0,338,131,0
6/15/2001,26,975,0,0,233,3,0
6/15/2001,45,1154,0,0,388,12,0
6/15/2001,32,455,0,0,244,10,0
6/15/2001,49,3756,0,0,703,3,0
6/15/2001,28,9023,0,0,4586,2,0
6/15/2001,40,824,0,0,882,17,0
6/15/2001,56,439,0,0,343,884,0
6/15/2001,42,11458,0,0,4475,120,0
6/15/2001,43,1583,0,0,1167,128,0
6/15/2001,61,2027,0,1,2100,616,0
6/15/2001,35,1896,0,0,64,993,0
6/15/2001,41,4588,0,0,296,116,0
6/15/2001,37,1362,0,1,681,32,0
6/15/2001,34,678,0,0,166,20,0
6/15/2001,57,1508,0,0,149,98,0
6/15/2001,48,224,0,0,1309,78,0
6/15/2001,36,829,0,0,1245,118,0
6/15/2001,59,2926,0,0,878,148,1
6/15/2001,60,132,0,0,3496,559,0
6/15/2001,52,2403,0,0,1760,365,2
6/15/2001,62,441,0,0,1687,46,0
6/15/2001,46,1034,0,0,1459,641,4
6/15/2001,39,12,0,0,2101,41,0
6/15/2001,63,1258,0,0,265,84,0
6/15/2001,51,404,0,1,907,457,3
6/15/2001,64,888,0,0,252,63,0
6/15/2001,54,1689,0,0,525,123,0
7/15/2001,15,7936,0,0,11,993,0
7/15/2001,27,2271,0,0,35,993,0
7/15/2001,3,1034,0,0,77,2,0
7/15/2001,29,4847,0,0,43,993,0
7/15/2001,25,2735,0,0,53,993,0
7/15/2001,16,1302,0,0,154,993,0
7/15/2001,7,1675,0,0,118,993,0
7/15/2001,31,329,0,0,35,993,0
7/15/2001,24,1173,0,0,521,14,0
7/15/2001,4,2690,0,0,227,993,0
7/15/2001,20,2742,0,0,445,993,0
7/15/2001,13,2167,0,1,315,993,0
7/15/2001,9,2557,0,0,498,1,0
7/15/2001,8,2549,0,0,1102,993,0
7/15/2001,11,1584,0,0,186,35,0
7/15/2001,6,723,0,0,281,33,0
7/15/2001,15,1668,0,0,485,26,0
7/15/2001,10,4066,0,0,266,993,0
7/15/2001,2,3103,0,0,234,3,0
7/15/2001,17,1289,0,0,277,993,0
7/15/2001,12,5600,0,0,122,2,0
7/15/2001,19,1747,0,0,316,993,0
7/15/2001,22,9017,0,0,859,37,0
7/15/2001,23,5657,0,0,1110,427,0
7/15/2001,21,3238,0,0,541,2,0
7/15/2001,38,1326,0,0,502,38,0
7/15/2001,26,834,0,0,259,2,0
7/15/2001,45,1017,0,0,382,22,0
7/15/2001,32,518,0,0,281,6,0
7/15/2001,49,4319,0,0,696,13,0
7/15/2001,28,9951,0,0,5451,21,0
7/15/2001,40,781,0,0,974,3,0
7/15/2001,56,370,0,0,442,997,0
7/15/2001,42,13389,0,0,5074,172,1
7/15/2001,43,1708,0,1,889,112,0
7/15/2001,61,2211,0,0,2043,531,2
7/15/2001,35,3109,0,0,88,993,0
7/15/2001,41,4390,0,1,365,61,0
7/15/2001,37,2789,0,1,745,52,2
7/15/2001,34,606,0,0,232,27,0
7/15/2001,57,1643,0,0,281,130,0
7/15/2001,48,242,0,0,1688,41,0
7/15/2001,36,1762,0,0,1427,148,0
7/15/2001,59,2395,0,0,651,94,0
7/15/2001,60,165,0,0,3869,954,2
7/15/2001,52,2432,0,0,1910,597,2
7/15/2001,62,616,0,0,1807,19,0
7/15/2001,46,1175,0,0,1779,599,2
7/15/2001,39,5,0,0,2194,67,0
7/15/2001,63,1336,0,0,467,35,0
7/15/2001,51,466,0,1,1077,345,1
7/15/2001,64,7499,0,1,551,26,0
7/15/2001,54,2216,0,0,462,153,0
8/15/2001,15,7960,0,0,56,993,0
8/15/2001,27,4778,0,0,53,993,0
8/15/2001,3,1171,0,0,77,1,0
8/15/2001,29,4333,0,0,48,993,0
8/15/2001,25,2854,0,0,48,993,0
8/15/2001,16,1470,0,0,147,993,0
8/15/2001,7,1627,0,0,137,993,0
8/15/2001,31,528,0,0,45,993,0
8/15/2001,24,886,0,0,674,993,0
8/15/2001,4,4418,0,0,270,993,0
8/15/2001,20,2841,0,0,410,993,0
8/15/2001,13,2219,0,0,302,993,0
8/15/2001,9,1254,0,0,446,993,0
8/15/2001,8,2518,0,0,1173,7,0
8/15/2001,11,1934,0,0,104,26,0
8/15/2001,6,1005,0,0,256,35,0
8/15/2001,15,1231,0,1,513,21,0
8/15/2001,10,4231,0,0,226,993,0
8/15/2001,2,3191,0,0,207,993,0
8/15/2001,17,1176,0,0,257,993,0
8/15/2001,12,6250,0,0,171,993,0
8/15/2001,19,1568,0,0,268,993,0
8/15/2001,22,8583,0,0,872,993,0
8/15/2001,23,6255,0,0,973,126,0
8/15/2001,21,3468,0,0,372,993,0
8/15/2001,38,1708,0,0,380,74,0
8/15/2001,26,872,0,0,203,5,0
8/15/2001,45,1150,0,0,349,21,0
8/15/2001,32,538,0,0,278,15,0
8/15/2001,49,4471,0,0,572,17,0
8/15/2001,28,278,0,0,777,5,0
8/15/2001,40,956,0,0,976,6,0
8/15/2001,56,325,0,0,393,438,0
8/15/2001,42,1705,0,2,1194,140,0
8/15/2001,43,2071,0,0,917,101,0
8/15/2001,61,2077,0,1,2508,461,0
8/15/2001,35,3155,0,0,65,2,0
8/15/2001,41,3456,0,1,379,39,0
8/15/2001,37,3820,0,1,792,92,0
8/15/2001,34,1097,0,0,177,17,0
8/15/2001,57,1749,0,0,274,49,0
8/15/2001,48,216,0,0,1231,42,0
8/15/2001,36,1682,0,0,1407,154,0
8/15/2001,59,2445,0,0,593,83,1
8/15/2001,60,102,0,0,3575,875,3
8/15/2001,52,2530,0,0,1886,872,4
8/15/2001,62,648,0,0,1937,19,0
8/15/2001,46,1261,0,0,1701,579,0
8/15/2001,39,1,0,0,2151,101,0
8/15/2001,63,1368,0,0,287,37,0
8/15/2001,51,202,0,1,944,253,3
8/15/2001,64,601,0,0,529,43,0
8/15/2001,54,1600,0,0,409,119,1
9/15/2001,15,6265,0,0,11,993,0
9/15/2001,27,4618,0,0,54,993,0
9/15/2001,3,978,0,0,77,993,0
9/15/2001,29,4539,0,0,43,993,0
9/15/2001,25,3903,0,0,96,993,0
9/15/2001,16,1153,0,0,92,993,0
9/15/2001,7,2087,0,0,90,993,0
9/15/2001,31,655,0,0,41,993,0
9/15/2001,24,693,0,0,564,993,0
9/15/2001,4,2995,0,0,220,6,0
9/15/2001,20,3118,0,0,336,1,0
9/15/2001,13,2434,0,0,329,993,0
9/15/2001,9,1688,0,0,382,993,0
9/15/2001,8,2426,0,0,1003,993,0
9/15/2001,11,1705,0,0,167,114,0
9/15/2001,6,1095,0,0,185,23,0
9/15/2001,15,1309,0,0,531,5,0
9/15/2001,10,4536,0,0,230,993,0
9/15/2001,2,3362,0,0,208,3,0
9/15/2001,17,1409,0,0,212,993,0
9/15/2001,12,5705,0,0,116,993,0
9/15/2001,19,1761,0,0,253,993,0
9/15/2001,22,11125,0,0,561,993,0
9/15/2001,23,7033,0,0,668,163,0
9/15/2001,21,3713,0,0,246,9,0
9/15/2001,38,1791,0,0,307,96,0
9/15/2001,26,1402,0,0,165,2,0
9/15/2001,45,1226,0,0,281,59,0
9/15/2001,32,537,0,0,265,13,0
9/15/2001,49,3820,0,0,474,54,0
9/15/2001,28,1175,0,0,610,4,0
9/15/2001,40,1233,0,0,836,54,0
9/15/2001,56,411,0,0,389,189,0
9/15/2001,42,1686,0,0,977,151,0
9/15/2001,43,1835,0,0,935,96,0
9/15/2001,61,1960,0,1,2434,436,0
9/15/2001,35,8900,0,0,507,993,0
9/15/2001,41,4190,0,0,316,80,0
9/15/2001,37,4696,0,2,544,68,0
9/15/2001,34,748,0,0,231,21,0
9/15/2001,57,1568,0,0,243,50,0
9/15/2001,48,220,0,0,1380,35,0
9/15/2001,36,1639,0,0,1247,107,1
9/15/2001,59,2627,0,0,1083,83,0
9/15/2001,60,84,0,0,3285,616,0
9/15/2001,52,2514,0,0,1666,767,1
9/15/2001,62,720,0,0,1593,14,0
9/15/2001,46,1434,0,0,1611,531,1
9/15/2001,39,2,0,0,1981,66,0
9/15/2001,63,1630,0,0,384,16,0
9/15/2001,51,402,0,0,1074,159,1
9/15/2001,64,1189,0,0,306,29,0
9/15/2001,54,1733,0,0,369,59,0
10/15/2001,15,6336,0,0,22,993,0
10/15/2001,27,5095,0,0,28,993,0
10/15/2001,3,1116,0,0,77,993,0
10/15/2001,29,4495,0,0,37,993,0
10/15/2001,25,3561,0,0,70,993,0
10/15/2001,16,2625,0,0,114,993,0
10/15/2001,7,1892,0,0,100,993,0
10/15/2001,31,666,0,0,40,993,0
10/15/2001,24,968,0,0,694,2,0
10/15/2001,4,2900,0,0,287,993,0
10/15/2001,20,2332,0,0,483,993,0
10/15/2001,13,2365,0,0,265,993,0
10/15/2001,9,2366,0,0,436,993,0
10/15/2001,8,2398,0,0,1103,993,0
10/15/2001,11,1464,0,0,151,24,0
10/15/2001,6,815,0,0,244,22,0
10/15/2001,15,1320,0,0,584,2,0
10/15/2001,10,3654,0,0,258,993,0
10/15/2001,2,2677,0,0,218,993,0
10/15/2001,17,956,0,0,214,993,0
10/15/2001,12,5605,0,0,111,993,0
10/15/2001,19,1659,0,0,275,993,0
10/15/2001,22,9108,0,0,782,40,0
10/15/2001,23,6758,0,0,585,202,1
10/15/2001,21,4093,0,0,315,993,0
10/15/2001,38,1612,0,0,401,128,0
10/15/2001,26,935,0,0,227,10,0
10/15/2001,45,1259,0,0,321,168,0
10/15/2001,32,540,0,0,255,39,0
10/15/2001,49,4783,0,0,538,117,0
10/15/2001,28,1813,0,0,787,4,0
10/15/2001,40,963,0,0,921,29,0
10/15/2001,56,1032,0,0,240,104,0
10/15/2001,42,1528,0,0,1028,115,1
10/15/2001,43,2621,0,0,843,54,0
10/15/2001,61,2671,0,0,2234,206,0
10/15/2001,35,3146,0,0,137,993,0
10/15/2001,41,4295,0,0,302,13,0
10/15/2001,37,5074,0,0,635,109,0
10/15/2001,34,733,0,0,186,16,0
10/15/2001,57,1617,0,0,258,22,0
10/15/2001,48,141,0,0,1373,25,0
10/15/2001,36,1257,0,0,1338,71,0
10/15/2001,59,2621,0,0,992,54,0
10/15/2001,60,76,0,0,3464,518,1
10/15/2001,52,2451,0,0,1585,583,2
10/15/2001,62,471,0,0,1532,11,0
10/15/2001,46,669,0,0,1482,328,0
10/15/2001,39,2241,0,0,6011,80,2
10/15/2001,63,1779,0,0,489,22,0
10/15/2001,51,662,0,0,1486,152,0
10/15/2001,64,1589,0,0,280,19,0
10/15/2001,54,1656,0,0,204,55,0
11/15/2001,15,7039,0,0,77,993,0
11/15/2001,27,5012,0,0,22,993,0
11/15/2001,3,594,0,0,77,993,0
11/15/2001,29,4332,0,0,44,993,0
11/15/2001,25,2617,0,0,84,993,0
11/15/2001,16,1352,0,0,145,993,0
11/15/2001,7,1069,0,0,246,993,0
11/15/2001,31,298,0,0,29,993,0
11/15/2001,24,692,0,0,721,1,0
11/15/2001,4,2403,0,0,344,993,0
11/15/2001,20,2385,0,0,498,993,0
11/15/2001,13,1352,0,0,334,993,0
11/15/2001,9,1701,0,0,427,5,0
11/15/2001,8,1902,0,0,1249,993,0
11/15/2001,11,1258,0,0,119,16,0
11/15/2001,6,462,0,0,224,13,0
11/15/2001,15,1475,0,0,635,13,0
11/15/2001,10,2793,0,0,294,993,0
11/15/2001,2,2606,0,0,255,993,0
11/15/2001,17,997,0,0,212,993,0
11/15/2001,12,4367,0,0,133,993,0
11/15/2001,19,1044,0,0,337,993,0
11/15/2001,22,8192,0,0,993,993,0
11/15/2001,23,6656,0,0,872,993,0
11/15/2001,21,3917,0,0,527,993,0
11/15/2001,38,1684,0,0,446,229,0
11/15/2001,26,1085,0,0,207,7,0
11/15/2001,45,1024,0,0,297,113,0
11/15/2001,32,489,0,0,224,30,0
11/15/2001,49,4868,0,0,490,38,0
11/15/2001,28,481,0,1,915,4,0
11/15/2001,40,1290,0,1,1118,27,0
11/15/2001,56,1136,0,0,408,245,0
11/15/2001,42,1868,0,0,953,96,0
11/15/2001,43,2173,0,0,1141,76,0
11/15/2001,61,2537,0,0,1951,160,0
11/15/2001,35,3605,0,0,78,993,0
11/15/2001,41,2725,0,0,287,23,0
11/15/2001,37,3074,0,0,565,89,0
11/15/2001,34,1046,0,0,75,10,0
11/15/2001,57,1659,0,0,257,49,0
11/15/2001,48,194,0,0,1166,27,0
11/15/2001,36,1576,0,0,560,85,0
11/15/2001,59,2901,0,1,1720,31,0
11/15/2001,60,122,0,0,77,423,0
11/15/2001,52,2228,0,0,1994,353,1
11/15/2001,62,506,0,0,1223,8,0
11/15/2001,46,733,0,0,2001,155,1
11/15/2001,39,1,0,1,2280,73,1
11/15/2001,63,1578,0,0,549,10,0
11/15/2001,51,411,0,0,349,163,1
11/15/2001,64,62,0,0,271,16,0
11/15/2001,54,1810,0,0,75,27,0
12/15/2001,15,5727,0,0,4,993,0
12/15/2001,27,3649,0,0,22,993,0
12/15/2001,3,549,0,0,77,993,0
12/15/2001,29,3512,0,0,44,993,0
12/15/2001,25,2412,0,0,84,993,0
12/15/2001,16,1599,0,0,145,993,0
12/15/2001,7,1065,0,0,246,993,0
12/15/2001,31,445,0,0,29,993,0
12/15/2001,24,786,0,0,601,993,0
12/15/2001,4,2448,0,0,363,993,0
12/15/2001,20,2299,0,0,498,993,0
12/15/2001,13,846,0,0,334,993,0
12/15/2001,9,1306,0,0,427,993,0
12/15/2001,8,2137,0,0,1249,993,0
12/15/2001,11,1047,0,0,119,6,0
12/15/2001,6,382,0,0,177,993,0
12/15/2001,15,1295,0,0,635,993,0
12/15/2001,10,3342,0,0,294,993,0
12/15/2001,2,2604,0,0,238,993,0
12/15/2001,17,977,0,0,212,993,0
12/15/2001,12,4523,0,0,133,993,0
12/15/2001,19,1831,0,0,337,993,0
12/15/2001,22,7503,0,0,772,993,0
12/15/2001,23,6609,0,0,855,993,0
12/15/2001,21,3714,0,0,527,993,0
12/15/2001,38,1608,0,0,355,993,0
12/15/2001,26,1291,0,0,164,1,0
12/15/2001,45,985,0,0,297,4,0
12/15/2001,32,464,0,0,212,17,0
12/15/2001,49,4474,0,0,490,8,0
12/15/2001,28,472,0,1,764,2,0
12/15/2001,40,937,0,0,1108,11,0
12/15/2001,56,1146,0,0,408,63,0
12/15/2001,42,2290,0,0,953,90,0
12/15/2001,43,2077,0,0,720,36,0
12/15/2001,61,2136,0,0,1951,106,0
12/15/2001,35,3684,0,0,78,993,0
